timestamp,asset_id,breath_id,generator_rpm,vibration_u_in,oil_pressure
2026-03-01 00:00:00,WTG-08,1919,1306.97730889832,2.7489902727915165,40.74604735048945
2026-03-01 00:15:00,WTG-08,2586,1165.6262315351705,2.3601561972134446,33.730024854856566
2026-03-01 00:30:00,WTG-08,3313,1346.1997602608837,2.85088350472176,46.988062856745685
2026-03-01 00:45:00,WTG-08,4191,1731.1148353182998,3.5238219765644074,47.5612668178494
2026-03-01 01:00:00,WTG-08,3759,963.94822801684,2.306619389424437,32.056478328314356
2026-03-01 01:15:00,WTG-08,4988,1174.6435939311536,2.3066284463877196,33.84177050145194
2026-03-01 01:30:00,WTG-08,2271,1786.2462507757696,3.5722514064790944,52.79586013322477
2026-03-01 01:45:00,WTG-08,1069,1385.531396884537,2.9344805199827118,40.646672440740055
2026-03-01 02:00:00,WTG-08,4924,1156.1986531490256,2.1805481726115703,30.4575940720002
2026-03-01 02:15:00,WTG-08,3104,1483.5201446413564,2.7795262617574013,44.43510950970733
2026-03-01 02:30:00,WTG-08,2405,931.0944482260003,2.1837008693257953,27.6195923361709
2026-03-01 02:45:00,WTG-08,3086,1014.9759254383066,2.1824968065898562,31.655479005182844
2026-03-01 03:00:00,WTG-08,3007,1215.8565456389501,2.58554156123536,36.89822209763282
2026-03-01 03:15:00,WTG-08,1800,800.0,1.5501687643048552,27.98997274806118
2026-03-01 03:30:00,WTG-08,4514,892.9932429009618,1.620091517415574,31.407340367265697
2026-03-01 03:45:00,WTG-08,2041,1047.0315799082862,2.132828387571133,26.157830788109578
2026-03-01 04:00:00,WTG-08,3779,931.6901201909839,1.91628320864409,32.29456610868337
2026-03-01 04:15:00,WTG-08,1824,1115.0471387450552,2.630866750371461,27.51973202680238
2026-03-01 04:30:00,WTG-08,1755,1045.7927916566853,1.9645019772715253,34.31306319038923
2026-03-01 04:45:00,WTG-08,3399,800.0,1.743657718721396,27.098693923514343
2026-03-01 05:00:00,WTG-08,2995,1743.5217278579019,3.475056929662538,42.74906737742453
2026-03-01 05:15:00,WTG-08,2839,1183.3604365392064,2.3112454854867743,35.96570932882324
2026-03-01 05:30:00,WTG-08,2321,1375.8059485233625,2.4794801778789948,38.9316978888993
2026-03-01 05:45:00,WTG-08,3330,800.0,1.7385520466156146,20.206173710323124
2026-03-01 06:00:00,WTG-08,2609,800.0,2.141948132074511,30.75426165349503
2026-03-01 06:15:00,WTG-08,1109,1271.1023186217612,2.505434728292783,34.86467385546574
2026-03-01 06:30:00,WTG-08,2016,1107.3605008653465,1.854618765428522,29.18893038037014
2026-03-01 06:45:00,WTG-08,4251,1458.9185438142472,2.670047817040607,44.14603101445288
2026-03-01 07:00:00,WTG-08,2961,1077.6815376531717,2.1134311922514186,35.75839486108723
2026-03-01 07:15:00,WTG-08,3591,1088.388471771296,2.2751041806690013,31.943411223088244
2026-03-01 07:30:00,WTG-08,2769,1137.1591181535205,2.112893716979579,39.946626272951875
2026-03-01 07:45:00,WTG-08,4865,1800.0,3.8175674612483905,56.654878309820454
2026-03-01 08:00:00,WTG-08,1024,1263.518512764221,2.431765471657198,27.014498784269477
2026-03-01 08:15:00,WTG-08,1842,998.556263461431,1.8960184950895367,27.309353086307887
2026-03-01 08:30:00,WTG-08,3838,1592.9224739372657,2.973802966374756,44.978463721359475
2026-03-01 08:45:00,WTG-08,1737,1188.0883435309042,1.824244679279593,38.03945507307424
2026-03-01 09:00:00,WTG-08,3104,1321.7712895492239,2.5650593856626944,26.529053404606156
2026-03-01 09:15:00,WTG-08,1179,800.0,1.5334476247211817,36.74504854358861
2026-03-01 09:30:00,WTG-08,1231,886.7370085280364,1.7785888794944718,29.25724073031214
2026-03-01 09:45:00,WTG-08,2917,1101.9293293568783,2.55767383969158,33.802263900294804
2026-03-01 10:00:00,WTG-08,1342,1387.542315590564,2.9140272573989394,47.534108049812644
2026-03-01 10:15:00,WTG-08,1476,1230.101908678554,2.5420603049797292,48.62132752441974
2026-03-01 10:30:00,WTG-08,2822,1134.076822818202,2.372971325223322,38.376037907488076
2026-03-01 10:45:00,WTG-08,3623,1150.232132985643,2.2699932915645413,39.25102947192739
2026-03-01 11:00:00,WTG-08,1454,800.0,1.7166716559127908,24.65345012232191
